49,10697050,223.463s,1
49,16160404,291.537s,1
48,7281305,267.329s,8
48,3184804,78.574s,6
48,806482,22.637s,12
49,1877805,167.429s,2
49,1808488,165.529s,3
49,3380925,329.923s,1
49,7472909,377.225s,1
49,2881805,223.928s,3
49,4502814,324.11s,2
49,1605371,30.297s,2
49,5506669,69.198s,2
49,7841541,40.014s,3
49,2988996,52.543s,4
49,6065009,55.491s,3
49,5044917,86.244s,2
49,10954014,187.972s,3
49,4269269,71.348s,3
49,7870386,65.552s,2
49,11812304,75.718s,2
49,4877870,77.402s,2
49,11943489,133.335s,3
49,21747463,173.631s,1
49,27797597,115.645s,1
49,8187892,144.047s,2
49,16837011,188.728s,3
49,7568801,142.749s,0
49,13652116,106.778s,2
49,29693060,270.696s,1
49,43323656,231.746s,1
49,50948812,128.286s,1
49,5083754,95.047s,3
49,12841876,141.578s,3
49,7154218,129.838s,2
49,12186654,88.906s,1
49,28769772,285.941s,2
49,14150736,247.883s,1
49,24512143,172.056s,1
49,34725172,175.461s,2
49,39784220,84.723s,1
49,44982105,96.905s,2
49,55151136,190.152s,1
49,10918443,195.122s,1
49,18676263,134.896s,2
49,25597719,121.869s,2
49,8870234,158.103s,2
49,21871288,218.989s,2
49,30489932,161.796s,2
49,10898993,718.645s,1
49,6907305,126.695s,3
49,12009479,92.343s,3
49,5563211,106.68s,2
49,16778526,196.082s,2
49,38458370,374.74s,1
49,50310546,206.712s,1
49,55818248,97.031s,1
49,60501644,79.138s,0
49,68803980,147.351s,1
49,84945759,283.668s,1
49,90285765,120.683s,0
49,98675684,153.268s,1
49,9728623,171.653s,0
49,18624505,159.646s,2
49,5624254,107.504s,2
49,13226053,145.259s,1
49,14600983,26.183s,0
49,34077115,476.411s,1
49,52160849,331.899s,1
49,59675731,136.445s,2
49,65011203,94.573s,1
49,69582953,75.977s,0
49,77661695,148.427s,1
49,82877189,99.94s,1
49,5435439,130.916s,3
49,9755591,215.106s,2
49,14669499,108.528s,1
49,5893804,101.088s,0
49,15601138,183.693s,1
49,25228838,178.792s,2
49,32066838,135.075s,1
49,40395087,157.249s,2
49,50873578,196.588s,2
49,60042285,169.596s,1
49,76242723,318.712s,2
49,88582434,219.38s,0
49,101350417,242.65s,1
48,8078495,211.507s,7
48,4751694,149.809s,10
48,10004255,168.406s,10
48,8049517,229.021s,7
48,3000001,81.335s,8
48,6000002,79.408s,8
48,9000003,79.677s,6
48,8000001,215.939s,6
48,16047289,400.001,7
48,23124945,600.005,7
50,1935942,31.779,0
50,9053382,143.976,0
50,2810489,42.725,0
50,789499,12.008,0
50,1262214,17.824,0
50,2689186,39.714,0
50,731690,11.468,0
50,1091475,16.993,0
50,1235712,18.858,0
50,2170147,32.947,0
50,1956292,28.498,0
50,1352261,20.259,0
50,734584,10.661,0
50,254635,3.574,0
50,1744427,25.975,0
50,2109403,31.043,0
50,3584708,52.608,0
50,936577,14.952,0
50,2425754,34.685,0
50,1936644,42.43,0
50,590150,8.781,0
50,622769,9.96,0
50,1069839,16.213,0
50,1461987,22.619,0
50,1860655,28.86,0
49,4627845,142.714,1
49,4053694,70.171,2
49,8361662,180.896,1
