44,4635,0.047s,0
44,9270,0.043s,0
44,13905,0.045s,0
44,18540,0.041s,0
44,23175,0.048s,0
44,27810,0.055s,0
44,32445,0.048s,0
44,37080,0.048s,0
44,41715,0.054s,0
44,46350,0.048s,0
44,50985,0.044s,0
44,55620,0.054s,0
44,60255,0.047s,0
44,64890,0.048s,0
44,69525,0.056s,0
44,80783,0.083s,0
44,92041,0.089s,0
44,103299,0.092s,0
44,114557,0.098s,0
44,125815,0.09s,0
44,137073,0.089s,0
44,148331,0.097s,0
44,159589,0.088s,0
44,170847,0.098s,0
44,182105,0.088s,0
44,186834,0.053s,0
44,191563,0.044s,0
44,196292,0.045s,0
44,201021,0.047s,0
44,205750,0.055s,0
44,210479,0.039s,0
44,215208,0.039s,0
44,219937,0.039s,0
44,224666,0.037s,0
44,229395,0.038s,0
44,234124,0.043s,0
44,238853,0.041s,0
44,243582,0.036s,0
44,248311,0.039s,0
44,253040,0.05s,0
44,257769,0.042s,0
44,262498,0.037s,0
44,267227,0.038s,0
44,271956,0.052s,0
44,286085,0.086s,0
44,300214,0.095s,0
44,314343,0.086s,0
44,328472,0.098s,0
44,342601,0.091s,0
44,356730,0.101s,0
44,370859,0.095s,0
44,384988,0.095s,0
44,399117,0.093s,0
44,413246,0.091s,0
44,430150,0.121s,0
44,447054,0.122s,0
44,463958,0.109s,0
44,480862,0.119s,0
44,497766,0.107s,0
44,514670,0.106s,0
44,531574,0.12s,0
44,548478,0.119s,0
44,552813,0.04s,0
44,557148,0.041s,0
44,561483,0.044s,0
44,565818,0.043s,0
44,570153,0.038s,0
44,574488,0.037s,0
44,578823,0.046s,0
44,583158,0.041s,0
44,587493,0.045s,0
44,591828,0.043s,0
44,596163,0.046s,0
44,600498,0.039s,0
44,604833,0.044s,0
44,609168,0.083s,0
44,613503,0.069s,0
44,617838,0.068s,0
44,622173,0.065s,0
44,626739,0.065s,0
44,631305,0.08s,0
44,635871,0.081s,0
44,640437,0.067s,0
44,645003,0.048s,0
44,649569,0.038s,0
44,654135,0.042s,0
44,658701,0.041s,0
44,663267,0.043s,0
44,667833,0.036s,0
44,672399,0.04s,0
44,676965,0.053s,0
44,681531,0.042s,0
44,686097,0.039s,0
44,690663,0.038s,0
44,695229,0.044s,0
44,699795,0.039s,0
44,706842,0.051s,0
44,713889,0.057s,0
44,720936,0.052s,0
44,727983,0.053s,0
44,735030,0.069s,0
44,742077,0.064s,0
44,749124,0.061s,0
44,756171,0.075s,0
44,763218,0.067s,0
44,770265,0.063s,0
44,777312,0.05s,0
44,784359,0.051s,0
44,791406,0.056s,0
44,798453,0.051s,0
44,805500,0.059s,0
44,808229,0.032s,0
44,810958,0.03s,0
44,813687,0.031s,0
44,816416,0.032s,0
